Epoch,Influence Score,Index,Input,Label
0,-895.7178,2597,44-91,49
0,-608.70917,2598,62-53,9
0,-452.0313,2599,53-13,40
0,-480.15213,2600,91-49,42
0,1370.5208,2601,90-11,79
0,-582.01605,2602,17-3,14
0,-486.92828,2603,16-78,34
0,-421.99207,2604,55-75,76
0,-434.65936,2605,8-69,35
0,-488.3989,2606,18-77,37
0,2033.0885,2607,39-91,44
0,-522.2397,2608,72-35,37
0,-1247.5305,2609,87-87,0
0,-841.3289,2610,75-7,68
0,5.7030873,2611,54-55,95
0,-827.4265,2612,3-68,31
0,-1002.4449,2613,69-32,37
0,90.2346,2614,77-60,17
0,866.0263,2615,59-63,92
0,306.7361,2616,23-36,83
0,-451.9451,2617,83-22,61
0,-475.72284,2618,78-12,66
0,-311.79755,2619,57-78,75
0,-64.56169,2620,31-96,31
0,1892.1543,2621,65-69,92
0,-734.68256,2622,63-96,63
0,1447.6985,2623,57-67,86
0,-365.64996,2624,83-73,10
0,2266.8174,2625,65-33,32
0,-808.6177,2626,18-25,89
0,775.5211,2627,77-12,65
0,955.713,2628,18-49,65
0,106.98885,2629,60-68,88
0,150.61963,2630,89-60,29
0,211.79109,2631,92-37,55
0,22717.098,2632,42-71,67
0,176.37538,2633,50-4,46
0,-229.62157,2634,32-38,90
0,116.25219,2635,4-82,18
0,559.7614,2636,35-18,17
0,184.09947,2637,21-82,35
0,-1781.0798,2638,4-27,73
0,-177.59882,2639,36-25,11
0,-177.49075,2640,58-33,25
0,-371.0726,2641,93-8,85
0,1303.8445,2642,78-24,54
0,3104.0984,2643,4-56,44
0,199.61377,2644,96-93,3
0,720.427,2645,96-81,15
0,-93.25963,2646,60-53,7
0,525.41595,2647,78-74,4
0,-48.0504,2648,39-37,2
0,-231.98947,2649,43-18,25
0,-198.68454,2650,71-20,51
0,1118.6019,2651,8-4,4
0,10437.192,2652,28-57,67
0,71.638596,2653,22-60,58
0,-850.7293,2654,25-41,80
0,-490.28247,2655,13-5,8
0,-566.49207,2656,32-53,75
0,-1183.9243,2657,77-68,9
0,-747.6899,2658,40-64,72
0,921.53,2659,88-5,83
0,881.8859,2660,39-11,28
0,-108.76694,2661,63-3,60
0,-323.9666,2662,93-84,9
0,5460.967,2663,58-30,28
0,-72.311035,2664,70-61,9
0,-1097.4548,2665,21-21,0
0,309.1012,2666,15-3,12
0,-117.1095,2667,69-72,93
0,78.058044,2668,16-64,48
0,-237.2793,2669,2-58,40
0,-268.75778,2670,52-29,23
0,-930.89685,2671,75-77,94
0,237.91185,2672,28-49,75
0,587.38586,2673,33-58,71
0,39606.832,2674,4-33,67
0,-610.2815,2675,40-42,94
0,-504.8414,2676,42-21,21
0,-1431.3726,2677,44-33,11
0,430.91867,2678,62-88,70
0,-485.185,2679,85-10,75
0,-588.13855,2680,11-94,13
0,-94.424194,2681,3-89,10
0,228.40448,2682,20-78,38
0,357.4976,2683,41-73,64
0,-540.40155,2684,82-6,76
0,-112.91793,2685,20-85,31
0,-547.9342,2686,69-61,8
0,-1066.2517,2687,16-90,22
0,-775.42236,2688,74-65,9
0,399.28848,2689,36-61,71
0,-943.32996,2690,3-5,94
0,-210.84111,2691,29-94,31
0,-598.2063,2692,27-34,89
0,-536.95135,2693,16-69,43
0,929.74023,2694,42-64,74
0,-3185.8835,2695,48-30,18
0,-107.45959,2696,76-16,60
0,878.746,2697,43-15,28
0,338.77826,2698,41-25,16
0,509.09674,2699,47-81,62
0,-773.6912,2700,85-48,37
0,557.5834,2701,57-40,17
0,500.14587,2702,41-21,20
0,1190.2236,2703,63-31,32
0,-592.62054,2704,87-37,50
0,321.9262,2705,59-53,6
0,-55.604256,2706,58-57,1
0,351.87827,2707,12-34,74
0,-253.67201,2708,63-20,43
0,-2690.8083,2709,30-70,56
0,-324.53073,2710,28-29,95
0,832.3223,2711,25-92,29
0,-354.42438,2712,37-28,9
0,-410.44946,2713,73-47,26
0,-586.39856,2714,52-61,87
0,314.5536,2715,39-14,25
0,-258.40317,2716,84-33,51
0,-5743.8916,2717,79-30,49
0,-971.2786,2718,87-89,94
0,-148.01807,2719,65-55,10
0,-42.62426,2720,7-74,29
0,221.36336,2721,84-37,47
0,59.837006,2722,77-50,27
0,-616.61127,2723,42-88,50
0,-360.6897,2724,19-2,17
0,812.8146,2725,65-82,79
0,209.50002,2726,35-84,47
0,-284.40274,2727,67-75,88
0,791.96185,2728,82-53,29
0,-474.8507,2729,63-39,24
0,309.39966,2730,37-42,91
0,-500.43985,2731,57-48,9
0,-547.8012,2732,5-52,49
0,-293.1196,2733,55-93,58
0,1987.7822,2734,41-83,54
0,-941.8695,2735,76-40,36
0,-1087.0258,2736,18-81,33
0,420.67133,2737,55-87,64
0,2242.8445,2738,86-42,44
0,419.03308,2739,90-42,48
0,-2081.2002,2740,5-82,19
0,-1144.7339,2741,31-70,57
0,-793.4194,2742,46-65,77
0,603.9326,2743,27-39,84
0,156.64058,2744,21-3,18
0,-303.74133,2745,46-52,90
0,494.1305,2746,4-16,84
0,390.2116,2747,8-53,51
0,-1096.5072,2748,55-22,33
0,-604.724,2749,23-43,76
0,-940.46466,2750,15-92,19
0,-93.55832,2751,72-71,1
0,752.39,2752,26-11,15
0,-345.44427,2753,69-48,21
0,-450.21573,2754,55-32,23
0,-41.49093,2755,3-74,25
0,-4935.8535,2756,88-97,87
0,151.63518,2757,58-64,90
0,121.3957,2758,37-95,38
0,-965.80176,2759,18-32,82
0,-326.9065,2760,47-93,50
0,-526.8576,2761,29-6,23
0,634.5281,2762,46-34,12
0,679.6786,2763,46-26,20
0,-323.77524,2764,65-31,34
0,-597.5669,2765,45-91,50
0,-1019.4913,2766,82-45,37
0,-736.8735,2767,19-76,39
0,-662.2877,2768,79-68,11
0,-777.7959,2769,81-41,40
0,-1580.6627,2770,52-79,69
0,-295.28333,2771,34-21,13
0,-938.80426,2772,87-2,85
0,187.42761,2773,66-72,90
0,1471.9393,2774,93-39,54
0,-119.11221,2775,83-7,76
0,-247.57861,2776,48-66,78
0,-780.5554,2777,29-40,85
0,19373.434,2778,94-27,67
0,-152.23186,2779,6-8,94
0,15.596664,2780,86-79,7
0,-631.8634,2781,22-81,37
0,614.71075,2782,94-65,29
0,-474.11246,2783,40-59,77
0,132.5571,2784,68-94,70
0,2990.0588,2785,5-30,71
0,564.7571,2786,11-28,79
0,-747.8377,2787,90-15,75
0,-144.33585,2788,70-4,66
0,-563.8588,2789,26-34,88
0,-713.35565,2790,48-40,8
0,-810.02905,2791,60-21,39
0,-1265.4503,2792,96-19,77
0,793.5623,2793,11-92,15
0,-565.52014,2794,73-82,87
0,-812.1774,2795,26-82,40
0,2369.481,2796,32-84,44
0,364.19257,2797,92-47,45
0,270.8195,2798,63-75,84
0,-4.629177,2799,69-95,70
0,-283.10504,2800,36-6,30
0,-515.38495,2801,87-31,56
0,-332.56668,2802,78-84,90
0,239.46233,2803,6-4,2
0,-406.5939,2804,40-80,56
0,379.39023,2805,73-28,45
0,-377.44046,2806,26-35,87
0,-597.14435,2807,86-25,61
0,-191.51384,2808,23-80,39
0,121.395805,2809,92-74,18
0,559.7606,2810,41-26,15
0,-907.8025,2811,2-90,8
0,40.399597,2812,83-76,7
0,81.03085,2813,71-16,55
0,-274.44177,2814,55-79,72
0,-86.31476,2815,14-80,30
0,-305.90976,2816,2-28,70
0,-872.7068,2817,82-9,73
0,-947.22205,2818,35-56,75
0,645.3135,2819,42-27,15
0,98.0376,2820,84-67,17
0,-960.5925,2821,27-42,81
0,-716.7626,2822,66-17,49
0,188.27419,2823,3-47,52
0,-221.85791,2824,35-26,9
0,-385.6377,2825,95-40,55
0,203.01784,2826,94-49,45
0,1330.1129,2827,71-81,86
0,213.02527,2828,69-39,30
0,-615.8941,2829,96-85,11
0,-550.53345,2830,53-74,75
0,4370.2544,2831,97-54,43
0,-341.03717,2832,47-55,88
0,889.3256,2833,81-66,15
0,-974.9802,2834,39-3,36
0,-456.6762,2835,70-7,63
0,-320.60693,2836,56-47,9
0,-694.5512,2837,15-78,33
0,-391.7406,2838,73-30,43
0,-496.64032,2839,29-3,26
0,878.0582,2840,35-31,4
0,-190.73961,2841,17-84,29
0,-95.4979,2842,53-27,26
0,1193.0139,2843,25-47,74
0,-917.95715,2844,55-74,77
0,40.020905,2845,17-5,12
0,906.83887,2846,34-6,28
0,-42.59207,2847,66-11,55
0,341.94913,2848,74-51,23
0,-848.91095,2849,93-93,0
0,-5489.78,2850,30-7,23
0,-657.8823,2851,16-40,72
0,-305.93192,2852,54-3,51
0,14923.587,2853,51-80,67
0,214.81989,2854,55-81,70
0,-478.21503,2855,9-68,37
0,-1037.7649,2856,36-3,33
0,79.70143,2857,6-44,58
0,-151.71117,2858,20-23,93
0,-594.4892,2859,65-85,76
0,-359.66098,2860,21-56,61
0,1512.7928,2861,30-76,50
0,451.86044,2862,71-51,20
0,387.34747,2863,88-72,16
0,158.12268,2864,40-74,62
0,299.99738,2865,6-50,52
0,-465.46442,2866,56-55,1
0,-144.33334,2867,46-39,7
0,249.63177,2868,33-27,6
0,-484.14368,2869,56-30,26
0,-3155.1562,2870,38-97,37
0,2096.3354,2871,59-15,44
0,-622.0521,2872,34-23,11
0,-632.6948,2873,46-55,87
0,-310.7597,2874,24-45,75
0,-316.71243,2875,84-90,90
0,-688.72266,2876,10-10,0
0,-228.43039,2877,88-90,94
0,1325.0026,2878,24-67,53
0,718.6106,2879,53-37,16
0,118.99879,2880,69-77,88
0,961.2944,2881,90-16,74
0,245.72296,2882,24-17,7
0,-785.1091,2883,85-64,21
0,209.40463,2884,96-51,45
0,457.3633,2885,14-94,16
0,123.17552,2886,5-2,3
0,-95.33987,2887,78-47,31
0,-58.111237,2888,95-71,24
0,-624.4902,2889,13-34,75
0,-372.0117,2890,93-53,40
0,113.51678,2891,4-48,52
0,668.84247,2892,62-56,6
0,-459.2689,2893,19-73,42
0,-486.04358,2894,72-31,41
0,-194.24844,2895,83-49,34
0,-279.39352,2896,74-95,75
0,-1592.0916,2897,54-30,24
0,-614.70154,2898,21-95,22
0,447.3445,2899,36-5,31
0,-206.79572,2900,22-94,24
0,-593.70654,2901,56-43,13
0,471.82947,2902,10-88,18
0,913.8221,2903,96-68,28
0,-200.78369,2904,5-4,1
0,-214.04034,2905,27-83,40
0,-240.56064,2906,51-59,88
0,-175.06575,2907,17-62,51
0,-909.7923,2908,67-31,36
0,-1543.2874,2909,50-69,77
0,21303.28,2910,46-75,67
0,-155.4647,2911,33-34,95
0,217.53247,2912,71-93,74
0,-161.6455,2913,37-94,39
0,973.35974,2914,74-87,83
0,-5463.6187,2915,30-8,22
0,-34.518127,2916,88-67,21
0,859.9768,2917,88-43,45
0,858.7865,2918,71-43,28
0,-749.736,2919,3-36,63
0,-460.87402,2920,6-22,80
0,-273.99683,2921,10-18,88
0,95.375374,2922,64-61,3
0,-4.5511093,2923,93-2,91
0,-150.06778,2924,49-37,12
0,-946.3198,2925,65-65,0
0,1308.2483,2926,38-55,79
0,-1176.8982,2927,76-27,49
0,-387.4773,2928,49-64,81
0,-109.02849,2929,84-28,56
0,-3850.287,2930,30-12,18
0,-393.43677,2931,65-2,63
0,-192.1029,2932,95-5,90
0,-214.90166,2933,34-64,66
0,366.4859,2934,15-73,38
0,86.66214,2935,29-35,90
0,29187.94,2936,19-48,67
0,-986.301,2937,15-75,36
0,-292.46783,2938,14-9,5
0,737.1736,2939,92-39,53
0,-410.71725,2940,95-68,27
0,-836.69666,2941,79-97,78
0,-718.5343,2942,90-8,82
0,-673.59924,2943,38-46,88
0,-1440.3152,2944,43-58,81
0,447.63745,2945,36-12,24
0,-327.24533,2946,18-53,61
0,-339.34927,2947,54-78,72
0,2405.1633,2948,30-10,20
0,-567.1258,2949,66-6,60
0,233.79346,2950,78-49,29
0,652.8734,2951,49-74,71
0,-553.7771,2952,96-8,88
0,1485.0852,2953,62-8,54
0,417.86865,2954,58-52,6
0,-798.08673,2955,42-28,14
0,741.3378,2956,9-89,16
0,-640.52515,2957,18-18,0
0,-641.6363,2958,23-58,61
0,104.468994,2959,29-23,6
0,-516.20734,2960,2-4,94
0,-678.3579,2961,21-37,80
0,183.7878,2962,17-65,48
0,-965.3155,2963,25-12,13
0,285.75787,2964,73-48,25
0,-410.84344,2965,52-70,78
0,309.5848,2966,21-18,3
0,1535.0225,2967,33-50,79
0,-203.896,2968,73-7,66
0,-589.4757,2969,95-15,80
0,-619.1207,2970,8-82,22
0,-662.3801,2971,48-15,33
0,-988.547,2972,27-54,69
0,-409.59714,2973,76-71,5
0,-167.44994,2974,90-66,24
0,1348.0284,2975,15-79,32
0,268.65073,2976,56-33,23
0,-356.20465,2977,71-34,37
0,-2066.2842,2978,97-36,61
0,-48.198532,2979,26-19,7
0,-672.36884,2980,10-11,95
0,46.407562,2981,22-89,29
0,850.34894,2982,40-25,15
0,-381.14832,2983,92-32,60
0,543.3622,2984,52-83,65
0,-614.9862,2985,25-83,38
0,-896.06415,2986,54-93,57
0,688.4302,2987,32-16,16
0,300.2506,2988,57-34,23
0,-371.92685,2989,64-82,78
0,-230.496,2990,75-76,95
0,-927.1516,2991,51-38,13
0,1047.8673,2992,53-38,15
0,309.84253,2993,17-29,84
0,-1441.8456,2994,18-13,5
0,-579.4081,2995,55-62,89
0,-224.73103,2996,2-89,9
0,-1081.6469,2997,10-24,82
0,-531.8932,2998,96-89,7
0,919.8799,2999,35-39,92
0,-4798.067,3000,70-30,40
0,2673.6448,3001,97-6,91
0,-196.82854,3002,82-82,0
0,455.04187,3003,34-39,91
0,171.04396,3004,62-68,90
0,-125.59336,3005,7-37,66
0,-434.4867,3006,50-51,95
0,-31.604462,3007,24-86,34
0,-1206.9003,3008,38-77,57
0,-250.43448,3009,64-41,23
0,-583.767,3010,87-73,14
0,2603.455,3011,47-3,44
0,28.586674,3012,4-54,46
0,-1064.4937,3013,36-96,36
0,252.13916,3014,74-68,6
0,-619.4845,3015,40-29,11
0,-378.84015,3016,38-31,7
0,-519.38055,3017,37-39,94
0,504.65753,3018,72-56,16
0,1045.2749,3019,23-33,86
0,2638.3257,3020,48-4,44
0,113.7223,3021,12-60,48
0,-696.0319,3022,35-35,0
0,352.7247,3023,71-76,91
0,-1303.639,3024,94-17,77
0,437.79202,3025,49-83,62
0,-252.76477,3026,31-37,90
0,-444.81198,3027,46-67,75
0,-274.64767,3028,86-40,46
0,-852.20184,3029,47-6,41
0,-508.5639,3030,66-58,8
0,-2139.7876,3031,62-43,19
0,567.96277,3032,12-37,71
0,-18.17827,3033,18-87,27
0,-866.3844,3034,61-77,80
0,102.49986,3035,26-92,30
0,-149.32051,3036,39-57,78
0,-773.38995,3037,89-26,63
0,345.53903,3038,2-63,35
0,1827.7715,3039,80-30,50
0,551.96326,3040,20-52,64
0,762.8476,3041,89-74,15
0,1089.1879,3042,12-8,4
0,-1021.0691,3043,68-59,9
0,971.0579,3044,56-66,86
0,-492.37958,3045,81-5,76
0,346.50644,3046,40-22,18
0,-1177.2167,3047,80-61,19
0,127.72516,3048,86-84,2
0,-501.28824,3049,14-73,37
0,-89.388214,3050,81-11,70
0,130.06917,3051,68-80,84
0,-20.10064,3052,12-79,29
0,-362.88657,3053,7-22,81
0,1983.1995,3054,92-97,91
0,38.607677,3055,39-42,93
0,1606.909,3056,33-76,53
0,-328.04883,3057,3-78,21
0,198.99399,3058,33-8,25
0,229.73975,3059,61-69,88
0,-405.27094,3060,79-9,70
0,-399.62094,3061,15-77,34
0,1345.1395,3062,15-32,79
0,-2612.0503,3063,97-90,7
0,468.0303,3064,40-20,20
0,1084.9418,3065,22-18,4
0,-32.9461,3066,92-14,78
0,1246.7979,3067,67-63,4
0,-1432.096,3068,64-91,69
0,-497.68073,3069,46-64,78
0,262.84073,3070,59-57,2
0,-82.68838,3071,75-58,17
0,-508.4224,3072,63-84,75
0,-564.5459,3073,59-36,23
0,-841.06824,3074,43-42,1
0,-1013.85297,3075,84-47,37
0,499.50537,3076,73-57,16
0,-885.5935,3077,18-42,72
0,-7.3801193,3078,77-67,10
0,53.45957,3079,96-65,31
0,604.62537,3080,63-59,4
0,234.81415,3081,2-53,45
0,484.3638,3082,72-77,91
0,1457.7749,3083,39-7,32
0,-579.1192,3084,10-21,85
0,1457.2802,3085,9-73,32
0,-590.1583,3086,48-5,43
0,-556.41846,3087,25-18,7
0,-6023.691,3088,52-30,22
0,-774.2625,3089,47-58,85
0,-743.2498,3090,13-37,72
0,1106.4419,3091,42-38,4
0,-287.4496,3092,71-46,25
0,284.9312,3093,54-6,48
0,-1593.8718,3094,5-42,59
0,-1559.228,3095,42-65,73
0,-1014.6369,3096,86-9,77
0,392.33603,3097,31-72,55
0,-122.508255,3098,45-50,91
0,-590.96277,3099,61-82,75
0,-803.8054,3100,59-40,19
0,-1827.4617,3101,15-30,81
0,-291.93024,3102,19-91,24
0,-138.25197,3103,38-58,76
0,-703.4148,3104,11-27,80
0,479.424,3105,23-7,16
0,-403.82205,3106,45-75,66
0,206.73691,3107,89-43,46
0,551.62823,3108,96-95,1
0,681.0509,3109,11-91,16
0,-970.7848,3110,49-96,49
0,326.0578,3111,33-4,29
0,50.950493,3112,70-27,43
0,-909.9465,3113,32-51,77
0,-507.39838,3114,36-13,23
0,98.57272,3115,70-76,90
0,-1010.1902,3116,14-5,9
0,-307.52975,3117,6-36,66
0,-1047.155,3118,48-71,73
0,-22.607628,3119,93-15,78
0,921.417,3120,46-68,74
0,-875.956,3121,4-13,87
0,-99.79418,3122,8-49,55
0,-86.95784,3123,85-47,38
0,274.43512,3124,77-6,71
0,35.61286,3125,10-3,7
0,-1966.3984,3126,22-97,21
0,-999.6278,3127,28-56,68
0,-281.6696,3128,31-87,40
0,-1059.164,3129,13-60,49
0,-667.9901,3130,21-32,85
0,634.79156,3131,80-62,18
0,322.11746,3132,21-43,74
0,628.7224,3133,94-20,74
0,-47.9337,3134,93-92,1
0,635.16925,3135,14-36,74
0,-902.80426,3136,82-7,75
0,663.5083,3137,56-41,15
0,-263.30774,3138,4-90,10
0,55.917294,3139,10-4,6
0,2707.001,3140,19-61,54
0,553.59753,3141,13-47,62
0,157.34459,3142,24-68,52
0,101.215256,3143,33-69,60
0,212.28943,3144,43-33,10
0,-325.1027,3145,45-8,37
0,-192.74733,3146,95-23,72
0,-504.08463,3147,72-46,26
0,17505.23,3148,31-60,67
0,-182.31946,3149,37-58,75
0,-1158.03,3150,34-61,69
0,-952.52136,3151,42-33,9
0,1153.0093,3152,71-18,53
0,-32.95572,3153,54-75,75
0,-301.3244,3154,91-67,24
0,1068.7285,3155,89-61,28
0,-489.28168,3156,78-6,72
0,-246.275,3157,11-41,66
0,72.81133,3158,41-85,52
0,364.87753,3159,35-79,52
0,83.264435,3160,29-55,70
0,-245.35161,3161,38-43,91
0,124.41591,3162,48-74,70
0,2207.1626,3163,79-35,44
0,-607.2904,3164,12-65,43
0,2375.0737,3165,97-27,70
0,-151.20927,3166,61-22,39
0,1021.8659,3167,52-56,92
0,-285.40628,3168,45-53,88
0,543.9646,3169,10-6,4
0,980.6013,3170,77-90,83
0,-1209.6273,3171,25-39,82
0,-278.8765,3172,40-90,46
0,-1244.9814,3173,11-85,22
0,89.075294,3174,55-24,31
0,-897.61285,3175,61-28,33
0,979.23395,3176,20-37,79
0,-959.95166,3177,87-65,22
0,-1208.802,3178,2-39,59
0,1288.2671,3179,69-86,79
0,7.3823395,3180,41-16,25
0,-443.59332,3181,34-24,10
0,-1056.1825,3182,22-96,22
0,136.52316,3183,40-86,50
0,-1490.3226,3184,87-14,73
0,-938.8917,3185,74-52,22
0,-324.7425,3186,66-36,30
0,1371.9628,3187,14-24,86
0,-262.17865,3188,16-66,46
0,-718.0693,3189,59-10,49
0,-233.63925,3190,34-35,95
0,-26.08501,3191,48-38,10
0,-676.2628,3192,2-2,0
0,-271.48718,3193,82-56,26
0,220.3419,3194,14-93,17
0,1233.0531,3195,91-8,83
0,327.44318,3196,93-3,90
0,-580.72845,3197,73-5,68
0,-332.69696,3198,49-49,0
0,-887.4606,3199,15-15,0
0,42.235054,3200,54-39,15
0,-582.1264,3201,85-62,23
0,-607.13446,3202,11-68,39
0,1177.8207,3203,94-11,83
0,-1607.7607,3204,95-22,73
0,-90.87192,3205,37-87,46
0,167.02643,3206,77-52,25
0,2542.637,3207,24-76,44
0,-1.1165009,3208,83-65,18
0,-80.572174,3209,57-62,91
0,-761.7269,3210,84-73,11
0,-766.4729,3211,20-55,61
0,277.47864,3212,26-8,18
0,-743.4962,3213,40-19,21
0,-183.40855,3214,63-89,70
0,-259.81107,3215,94-84,10
0,-1341.7728,3216,21-48,69
0,11.803412,3217,39-90,45
0,-325.03082,3218,63-2,61
0,-336.19058,3219,9-55,50
0,-531.83435,3220,63-12,51
0,63.204636,3221,41-38,3
0,-587.14655,3222,85-8,77
0,-68.33439,3223,55-95,56
0,-991.35706,3224,55-36,19
0,848.98016,3225,75-28,47
0,551.26965,3226,86-3,83
0,412.90298,3227,81-65,16
0,1007.2977,3228,22-32,86
0,428.62744,3229,70-18,52
0,-17.450153,3230,17-23,90
0,129.51312,3231,89-83,6
0,-315.04343,3232,3-49,50
0,-882.34436,3233,96-14,82
0,1325.8826,3234,42-14,28
0,-509.1754,3235,53-18,35
0,364.66553,3236,37-41,92
0,1033.1812,3237,7-39,64
0,412.0996,3238,44-32,12
0,871.52405,3239,82-62,20
0,1124.1307,3240,96-13,83
0,-898.7909,3241,33-47,82
0,1748.5004,3242,12-55,53
0,-137.26068,3243,41-91,46
0,155.8831,3244,84-55,29
0,309.06244,3245,18-62,52
0,-2053.2058,3246,97-76,21
0,-279.14148,3247,5-59,42
0,-571.85364,3248,8-62,42
0,-17.694565,3249,89-38,51
0,-604.86993,3250,13-21,88
0,-1926.6859,3251,6-43,59
0,-1063.4272,3252,61-25,36
0,115.30733,3253,55-56,95
0,-456.79016,3254,89-46,43
0,-90.539154,3255,36-2,34
0,87.05021,3256,34-87,43
0,1296.4125,3257,3-13,86
0,-1301.7749,3258,63-82,77
0,-1156.2506,3259,82-91,87
0,-105.8611,3260,22-20,2
0,91.97559,3261,4-71,29
0,-911.4218,3262,77-72,5
0,1463.317,3263,89-3,86
0,-1140.2758,3264,18-92,22
0,870.83276,3265,9-13,92
0,-1258.7097,3266,68-19,49
0,-1666.0684,3267,43-97,42
0,-644.3335,3268,33-96,33
0,-259.56952,3269,83-56,27
0,-709.5817,3270,63-41,22
0,-153.71567,3271,43-8,35
0,-187.88522,3272,62-63,95
0,-208.39163,3273,82-4,78
0,-330.4755,3274,33-6,27
0,261.9569,3275,62-37,25
0,-160.63934,3276,2-96,2
0,88.97519,3277,91-21,70
0,993.67004,3278,94-41,53
0,-229.49828,3279,77-31,46
0,228.66031,3280,89-77,12
0,-182.09149,3281,24-23,1
0,-457.5868,3282,46-7,39
0,197.99055,3283,89-94,91
0,728.5105,3284,17-49,64
0,1339.3337,3285,78-46,32
0,855.04645,3286,20-96,20
0,-828.4921,3287,51-86,61
0,-496.9606,3288,63-70,89
0,23.26635,3289,46-97,45
0,-535.6505,3290,27-81,42
0,-1217.323,3291,13-41,68
0,-1371.9634,3292,71-35,36
0,-870.5311,3293,93-24,69
0,-761.4596,3294,29-84,41
0,163.72284,3295,50-20,30
0,-969.8507,3296,15-38,73
0,-27.124332,3297,66-39,27
0,177.46101,3298,82-85,93
0,1021.65735,3299,8-89,15
0,-1375.1848,3300,5-38,63
0,-180.8254,3301,5-6,95
0,-519.68994,3302,97-70,27
0,92.8993,3303,26-39,83
0,-436.99802,3304,28-14,14
0,-875.28796,3305,77-88,85
0,-1510.706,3306,19-97,18
0,207.83406,3307,44-70,70
0,1120.2688,3308,36-46,86
0,-618.8845,3309,67-28,39
0,-145.90553,3310,41-95,42
0,-816.4251,3311,8-19,85
0,-6199.1436,3312,58-97,57
0,610.8843,3313,62-59,3
0,127.877365,3314,86-89,93
0,260.29303,3315,54-52,2
0,-194.08029,3316,79-85,90
0,170.08154,3317,44-26,18
0,-701.8028,3318,21-8,13
0,-1174.0192,3319,70-93,73
0,202.77972,3320,41-47,90
0,-25.193092,3321,22-78,40
0,-27.453176,3322,87-11,76
0,-1121.1963,3323,54-68,82
0,-212.39279,3324,89-58,31
0,934.49646,3325,51-61,86
0,-824.835,3326,62-13,49
0,-3370.2004,3327,35-30,5
0,-755.35223,3328,9-44,61
0,67.04582,3329,24-95,25
0,-1703.9651,3330,29-68,57
0,1544.5243,3331,29-71,54
0,-38.726227,3332,87-69,18
0,-4298.4307,3333,37-97,36
0,297.95898,3334,10-48,58
0,-151.24815,3335,41-71,66
0,-627.93835,3336,63-72,87
0,-172.35574,3337,55-4,51
0,-1269.6464,3338,86-75,11
0,-1499.3247,3339,19-56,59
0,844.972,3340,2-83,15
0,-203.17763,3341,16-67,45
0,27.491817,3342,39-12,27
0,-1065.7646,3343,36-55,77
0,-1016.76245,3344,62-81,77
0,2102.5818,3345,25-89,32
0,51.745285,3346,17-37,76
0,178.39214,3347,77-42,35
0,-619.7665,3348,86-26,60
0,1137.0623,3349,66-13,53
0,-608.77466,3350,56-15,41
0,1906.8721,3351,72-28,44
0,-197.73785,3352,70-43,27
0,-387.69568,3353,95-29,66
0,-1257.8066,3354,44-71,69
0,630.4751,3355,12-83,25
0,-220.7929,3356,71-52,19
0,127.40406,3357,47-45,2
0,60.174118,3358,4-55,45
0,-506.11456,3359,8-95,9
0,519.12085,3360,62-24,38
0,613.32275,3361,6-23,79
0,723.3174,3362,51-73,74
0,-58.029106,3363,57-23,34
0,263.9094,3364,26-23,3
0,-681.37195,3365,70-34,36
0,-764.61176,3366,12-69,39
0,71.52448,3367,51-3,48
0,-684.04895,3368,82-73,9
0,-786.53204,3369,35-50,81
0,-547.0473,3370,38-74,60
0,318.59088,3371,32-73,55
0,-710.3648,3372,46-81,61
0,-141.48526,3373,24-7,17
0,409.84967,3374,28-89,35
0,1504.7634,3375,44-61,79
0,-166.25803,3376,67-88,75
0,-894.3872,3377,45-73,68
0,575.2425,3378,9-53,52
0,169.50482,3379,85-23,62
0,465.773,3380,86-82,4
0,-837.0084,3381,73-75,94
0,8032.2183,3382,97-43,54
0,-440.34897,3383,33-51,78
0,-808.4264,3384,77-63,14
0,-677.2956,3385,46-23,23
0,-547.4283,3386,87-94,89
0,-668.96014,3387,67-81,82
0,-1195.8577,3388,20-44,72
0,1229.103,3389,25-68,53
0,-170.22429,3390,62-2,60
0,-327.41705,3391,36-31,5
0,-666.8835,3392,13-51,58
0,-1577.4159,3393,51-74,73
0,1319.5054,3394,97-96,1
0,-330.01544,3395,36-72,60
0,-830.6874,3396,95-34,61
0,852.9783,3397,31-27,4
0,-644.5521,3398,26-56,66
0,-1513.4174,3399,51-90,57
0,-105.5574,3400,91-15,76
0,-600.5374,3401,9-66,39
0,192.9347,3402,93-19,74
0,-1152.999,3403,56-23,33
0,-1155.0647,3404,80-7,73
0,-110.47246,3405,17-57,56
0,516.93176,3406,76-60,16
0,897.1331,3407,63-94,65
0,-920.7259,3408,38-68,66
0,661.1697,3409,19-86,29
0,-130.98767,3410,10-96,10
0,-77.38251,3411,20-10,10
0,300.68018,3412,23-28,91
0,1478.1633,3413,46-14,32
0,-62.62445,3414,44-4,40
0,-942.817,3415,16-63,49
0,-991.9018,3416,28-17,11
0,553.77563,3417,74-9,65
0,-300.04395,3418,13-49,60
0,-740.4443,3419,69-19,50
0,-657.5571,3420,13-22,87
0,-364.54874,3421,25-40,81
0,-510.50717,3422,9-96,9
0,998.0223,3423,75-92,79
0,-576.32306,3424,28-15,13
0,-103.4411,3425,80-29,51
0,949.4145,3426,53-97,52
0,-991.6782,3427,91-28,63
0,965.0244,3428,71-96,71
0,-463.87982,3429,86-72,14
0,35.78026,3430,71-50,21
